mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
203.083073813124_42.7773495	10138064.71629	6026241.78331	4590366.81313	6297387.02966	3473174.15522	3932976.47112	4377152.46463	5089098.70985	5577006.73352	7217441.25130	7125554.72204	8313517.92951	5393283.74662	6110166.77516	2961039.37483	4696103.22756	6493534.80607	5032312.06131	5080097.20328	7106231.17607	4169296.09174	8018019.39695	5208190.09241	7432222.73538	10049619.88448	4242502.94039	6741961.91173	3147359.35480	8006913.69368	5177658.60076	7638267.48909	5885477.60785	6071413.54670	3759490.64996	4994151.62456	13164187.92383	6141262.53213	6672357.00631	5962148.00415	2670901.42307	8204962.12009	6012927.30832	5407425.24798	7148149.16958	6008450.46444	6614403.90869	5403785.67042	4639388.39708	8750932.01474	7181731.78935	5159119.80579	6235047.17272	5654261.37170	8969650.09655	6774685.38997	5374066.43138	4961603.96553	6438347.24662	7298590.93600	5222538.76820	7479835.46844	5391421.97240	5577675.01411	6874114.14455	6676053.90499	7792868.59680	9188829.13712	7305856.28610	7949978.09364	7875653.18347	5260214.78159	5935175.93073	6515858.04436	6439002.71918	5670694.69289	7265950.53072	5473120.16626	1809533.10353	3218944.63587	5318656.63071	5132625.34322	4749112.83492	6410330.69087	6785325.49241	5795019.94765	5586653.37306	4543327.78335	5513831.88690	4386025.39978	5310414.48653	5320416.35353	12167936.43381	10980089.11565	10644634.77194	6210636.18707	4746914.44316	4282823.28236	3717628.91162	4055806.29123	6060632.45816	6351457.03643	5887896.50546	5845981.96841
205.840033700592_37.7786232	22947988.29764	24665967.55207	25437047.06972	26431824.18969	38764435.24065	24020557.41087	24976870.46569	26193344.85957	25828793.50507	31604793.36812	23671546.20460	20149113.27266	16637764.73270	25483531.69959	13491631.78527	22394207.55722	26904112.65324	26013113.11687	25217410.87315	22545644.44809	24605738.17691	23958246.29261	24222948.72788	24120610.24772	23216388.31445	23207225.69681	21818824.31585	28304158.29181	26613641.40617	24762888.97579	28699840.86505	25463893.78312	24914207.62157	24485570.07972	23308540.73110	29638181.78936	23383359.01770	21657323.36351	27517124.14777	31682991.15503	26027941.51370	26339302.83772	23739795.51844	29053352.29825	21382796.59536	30924137.13260	23757474.94549	23044155.63593	36324524.21209	20787631.14362	23852799.74968	24492027.72152	24703875.60011	25946034.55573	22558068.98983	22770000.33464	25954886.15211	26959023.95606	25131620.52844	30220496.95041	34589985.45667	20443196.10549	28509451.79630	22526414.16157	22858497.99253	17887668.45079	29569749.42774	22417446.82904	21370832.98827	18139140.88170	21925594.39066	29002601.65768	22466514.64346	26529045.38149	25164035.37956	25972165.13829	25649644.34376	14238577.23169	20559759.49591	29520528.01085	19770210.30649	31201854.24924	21369018.75279	25117694.61350	23839488.36841	33314278.06365	26291128.63640	27213132.29149	18791062.92235	23223525.23384	22292478.33892	50321916.03584	29091023.62465	25466466.53120	21932826.23206	26830099.38062	39049265.46113	25132805.24789	22701414.50238	38791135.76825	24186101.74746	24467881.38781	22954370.17814
205.988684243392_1184.79576	780431.28940	680298.40625	745271.02955	718821.99338	799080.75669	738686.31895	767400.01993	765128.49048	759100.57627	714182.45500	728236.60390	670265.74711	663967.83756	741924.28586	742253.39293	724000.53137	698291.60543	788400.71639	668971.84037	681483.55858	912044.83724	744087.40121	756251.56715	743724.72397	752632.32240	664996.25264	757873.14244	707339.24162	627852.98330	655054.32056	811504.73815	770882.32423	813542.68659	882005.80951	705347.42246	920798.03593	761013.69721	657020.89765	738090.48826	793375.93152	728441.38217	665529.51478	807038.66458	766197.59717	700157.28531	750376.36825	697490.71451	751136.69052	869484.13285	750947.84538	784664.79725	771449.66723	710526.05358	681495.45478	751074.32529	714195.01061	789156.90297	724664.00949	807300.54449	776653.98355	861384.12877	698081.13260	773024.92618	763824.78369	683978.96508	845484.00591	956357.60315	667554.31526	726130.42445	618697.19276	725137.89660	736926.13439	659026.13507	758008.52581	840949.39518	715572.03325	711157.57941	770554.39213	622303.90374	808044.19365	718305.01989	735140.38117	632580.94051	722261.37461	636175.02483	758905.72387	719198.04912	752246.48413	676292.87620	638899.01118	642165.60747	808245.62850	819165.56031	687163.68289	826608.87036	809652.47200	744936.21922	749783.13646	677363.17295	780870.63318	679864.43583	690066.91184	673013.98084
207.837097924859_37.8129864	21171467.29225	23904132.40318	24224795.26669	25918271.21589	38301512.24852	22223307.80749	25668890.35809	25821491.00100	25098479.45376	30773857.99993	22482292.00830	19676438.46782	15901135.28753	25860178.87796	13012225.38920	21065304.32445	26496886.04766	25859308.44120	23672284.85566	22633114.29295	24180247.51250	22750748.22636	23438278.62657	22838769.45400	22772534.20325	22112461.33726	21393541.86558	26087051.86859	24948629.99307	25102199.51570	27949860.92129	23962197.43161	23912108.96463	25018751.20472	22220508.42269	28438469.30358	21931173.83396	21570994.23138	27415663.90643	28725374.73422	24345459.03228	24212574.16260	23767788.71195	29173089.24811	20548611.79910	30519426.88410	22731310.84387	21768989.00333	36527233.15636	20643292.51834	23632954.15254	23745245.04827	23308298.28323	25204141.20849	21333035.88174	22539247.78424	24843412.13982	27599391.56228	24927817.66169	29147603.02183	31505591.68011	18658461.73805	28656625.09160	21908105.76675	22181031.05438	17666880.51072	29234038.00284	22795646.05918	20138629.89121	17017833.20836	20864632.16488	29330303.84803	21337178.59326	25774326.44680	25369662.03380	26344937.44459	24694091.47765	13462637.85639	20083896.83822	28568984.61201	19446029.87582	30261838.84623	20978543.18526	23913327.83422	22498053.44095	33283554.47081	25596473.17155	26130922.86877	18512548.27086	21975786.14201	20887615.47237	50080067.85527	28137891.80853	25574657.88596	21041896.76773	25558018.52892	36712171.67518	24790285.76910	21828042.37652	36915500.32969	22945607.70582	24692198.23063	24407372.90588
207.837149009508_1483.45836	18116993.30430	18520170.69616	24115711.66501	22528639.73037	55747265.16147	32228930.48206	27573435.38582	30521554.33451	21486262.87205	27690485.32038	25687199.92440	18684281.53847	23871351.43816	28150140.17982	25953768.84412	34881635.56936	26951941.64744	22061057.65636	28756202.33382	20948816.02613	23174335.16047	20275642.30368	21121379.02285	24659106.21152	37449644.07456	30447117.39494	22443725.45259	54805697.35672	78669638.74839	18698274.00808	21417071.26067	77795761.12436	34919229.95094	39737999.30899	19769380.70874	133640574.71389	21085892.61356	35391998.48384	18556711.04210	40968579.74300	26727010.63737	26562937.40967	21986290.25816	32214447.80775	16491713.70481	48185349.76418	20003285.54148	26166194.69448	48461960.24273	18334520.28494	16886912.38302	20403278.70272	24906809.66938	18348700.91734	33452727.61413	20336396.27238	44532590.52911	17529356.63974	34835734.64848	19339422.65787	19241296.06939	25822491.10457	15670756.64200	20441200.29838	27043773.57835	19019768.26156	21250096.41462	19220467.16022	29826249.88447	16321509.24862	35817304.43158	27199195.70462	32723175.40370	18067971.58644	25681054.34449	18755007.69342	39529297.73662	28274980.55722	21810965.46037	56007117.80505	12422098.35118	224332394.89447	27384510.76301	27947390.03053	30790274.73793	38844608.98193	31442042.43073	20924640.52540	27638771.27699	27072151.63694	31997530.78405	45350755.32228	48711811.00111	49728231.13312	21480354.39976	59028696.80208	44966521.63775	25533454.75974	23994230.89467	42944665.57752	22775935.78594	17535847.87479	35668146.63791
207.916721770354_850.81884	474050.19592	521392.51067	494999.45820	496742.04908	511224.32220	318136.07773	325182.94589	308687.93214	511263.73551	375836.00228	300385.49621	612501.86159	336611.05342	211269.53014	490886.92890	318285.12262	414367.70033	328105.84160	276316.39995	601920.27635	193767.34460	463377.68222	318314.79652	450989.45784	376878.77013	368618.04398	371903.78218	470670.64111	602143.36526	574312.36182	383331.78046	398282.27230	205213.40957	529247.79579	468931.26150	385635.83059	430217.84298	299105.53975	355708.60349	375376.74960	258874.31256	361408.14569	429451.10340	341872.91058	387898.83129	346312.29714	503852.44218	367711.57642	374993.69388	573549.95624	371445.43199	389065.34383	239114.78911	490195.85087	372049.62124	537372.07891	371523.16744	437864.93367	359733.18847	355897.03800	353472.67316	310719.26741	311910.84120	296523.40245	270645.85508	315785.75878	227970.10354	375811.60152	368874.57125	463318.30989	352605.63860	269317.97028	352444.18421	272270.08793	222385.78367	370526.28638	324384.30396	247250.02079	301885.11392	219413.62827	408615.93334	310371.45204	361161.80103	361041.03645	490534.00014	301287.86043	301416.44069	253273.49095	303362.66965	340172.75882	313688.76459	547015.53840	322013.74922	331372.32391	468533.13167	351342.74050	361048.15762	318464.97558	360069.36037	337211.12103	365344.83974	336266.06547	346492.82646
209.066795495537_42.4463643	4057287.84691	6461044.68383	7440920.39411	10700600.65713	9819325.35092	6798345.92044	6121599.23407	9609808.58470	9234430.59983	11615327.48136	8300505.10285	11751669.13190	16001456.20343	10365480.25150	3924751.59231	4819136.12180	17062317.61984	4918231.64295	8749697.50473	5332546.71201	9145212.41412	11219406.21148	8068841.28769	6732651.72946	13309209.50971	5123713.85278	7771293.61775	4505985.63234	11413396.01885	6919292.15037	9625993.08527	12578181.78370	8554464.75335	8065572.56793	3947683.53445	19648816.96505	6992252.49686	5162740.87554	11335860.37050	1563977.35651	8910162.23150	9183247.29024	6208431.06882	12745916.29172	5189571.87466	9357324.57664	5672491.11250	4291748.79181	12411948.06509	6210240.49944	6694977.82057	7435201.91907	7132025.44557	11370785.82496	9488506.75073	7208218.87730	5908092.14801	8984924.74306	9205445.53088	9016697.39212	11592860.56190	8952446.88132	7145286.98418	6513067.31812	7209364.03346	21653718.43247	15591758.57827	8326759.62751	12967365.17342	5297280.76533	3801365.83523	10013474.21156	12605423.58466	13225066.08043	11246674.89794	16062027.86902	10413471.19709	3140920.65699	3900021.21850	16724951.53531	5238892.65399	5434415.99962	11571449.97428	8244566.93206	4933052.35407	7068392.30648	6368840.35121	6106537.82174	3320177.08784	8445935.08315	7078829.25469	9851297.88639	7516560.39662	7035774.81795	6863623.14837	7001663.24081	6277695.50399	5519624.62752	5522386.05186	10207546.96487	9179402.05832	8959487.23713	9036830.78774
209.834197053947_37.8391746	6998988.14709	8032922.82624	7512084.80933	8440418.24507	12097614.47975	7541541.34905	7954660.48093	8186560.12109	7909013.72587	9454744.40935	7336387.64561	6224408.98844	4777978.82917	8065132.12653	4181441.16710	6769821.22048	8378712.94887	8145303.70952	8029856.04416	6826377.89186	7713574.26285	7864919.34302	7659733.99710	7120115.24037	7144461.65762	7380544.39627	6528541.58200	8403906.85883	7492039.30588	7797465.74797	8863917.98226	7698437.29464	7650689.13822	8234368.42182	7361164.93356	9188132.83450	7092311.78095	6853155.86180	9069079.56187	9462571.61482	7707527.69791	8036841.56245	7491420.50567	9752089.07478	6687810.93076	9604425.15037	7249772.25074	6938923.77543	11186093.37126	6651796.76124	7530160.97295	7208404.58851	7319894.91363	7987706.05533	7023171.00019	7348900.22544	8398149.88815	8631621.16497	7950202.71058	9616026.11090	10795575.78943	6037588.15412	8964099.22345	6933474.79488	6829593.20319	5588499.02885	9451353.59637	7334002.59312	6357847.38009	5483147.75920	6755935.75005	9253905.94166	7262668.68761	8421757.11283	8218771.63088	8129200.96078	8208348.26391	4374984.89087	6573113.88696	8949759.39543	6130724.90689	9439106.87337	6927910.43718	7738348.26873	7419815.66482	10640207.03583	8411345.41810	8452672.59508	5766676.39029	7025722.22124	6347798.17325	15950017.85653	9000471.18445	8099965.44320	6736825.80244	8030278.81935	11981203.29409	7944166.82717	7144359.81438	11669861.36522	7114360.04688	7759907.62130	7223418.77373
214.420744684192_850.18602	796369.27067	893602.58639	532502.16959	847404.43879	658035.27668	655416.89063	935584.68009	632419.10795	951883.19776	847524.77737	533871.15657	1053608.44681	770998.10541	619955.11389	722350.54767	605060.29705	518227.84760	573179.46663	694761.60127	1151713.54420	293441.12035	634281.15710	524741.04911	764806.37032	658640.74325	678714.79960	572756.51043	736341.02556	510175.56875	915943.99421	616070.55269	570791.63951	294430.10252	670019.57415	788501.72229	717083.97310	709732.75285	451830.96931	578997.76026	796441.06510	347537.44513	597925.50619	650291.45604	478029.13205	654586.43761	467570.67183	602025.71723	555659.69743	661122.56281	822306.26266	537987.93341	761841.65718	325710.02518	696748.58870	571062.90542	569684.29768	675774.86340	771046.36214	533105.03018	667150.45510	675421.48935	402940.84709	598752.38599	522946.55859	510285.40158	563192.37871	513986.33223	535494.30158	609893.79900	927506.91021	743702.47994	494546.59760	741692.24332	508135.80071	687523.41220	615285.54535	608877.11850	790733.78484	607867.87449	469276.39292	501195.95242	512192.55547	655944.89973	739172.48545	697015.23687	552152.88095	619582.34392	599830.31959	747563.52603	594051.60149	586288.18157	661918.13598	528573.06000	549806.44376	720909.83944	539692.77360	587023.55654	602865.23467	634837.24178	577925.40285	637458.89063	631419.20548	650059.04604
214.924425537924_897.4827	360996.46577	450061.30682	519250.42942	463363.83741	503384.66248	268740.43481	296382.22019	229185.30803	514693.49428	390349.33667	256397.51439	692294.94098	322771.38649	237833.89710	435745.96151	295648.49816	417006.49889	307789.48292	273568.23768	556976.79587	136837.72568	412356.15481	262211.41456	363902.18325	361359.58289	357428.66997	308957.90358	417070.13102	492764.34312	536667.23550	321430.13221	277552.08399	135994.86802	432978.87315	443970.34489	354080.39965	356850.78968	214108.94126	345176.80054	335603.87313	159971.19277	314490.57499	394352.62503	339497.32572	319671.88291	341447.89791	455098.29229	304300.42002	306095.48608	581589.30208	296200.44904	345707.37748	197582.68053	415858.17084	324662.45317	378262.86313	371745.53614	323269.96041	268485.88925	247770.59505	366908.75329	262738.24121	269941.18919	235308.58432	273859.61964	254935.80133	179606.84919	350616.85556	367326.15854	387324.32657	327229.14969	198016.78040	347987.94896	240040.69998	189820.69444	391623.27558	290136.44566	277259.38522	229012.71880	187413.01465	309318.03178	233178.06466	292816.32374	387913.97791	387672.92348	259065.89282	245071.06315	233020.49603	295698.62200	317433.55327	274896.88665	383694.70521	271688.40583	272766.13885	358878.69287	278703.96218	301432.61211	303025.54349	300290.51051	313935.15056	320974.07429	308483.24935	308460.88644
215.033264127701_40.0835172	96064188.43949	173270081.72930	119727160.51831	163063948.28647	270735560.41543	101481363.40153	169645171.84312	129607214.57034	167260643.69898	167504957.84487	94553112.62340	123449775.26563	182432305.76822	163758496.79736	10395670.98939	17462299.61897	207350065.03679	98103977.19708	164211573.08623	80203813.15243	153226956.89959	125910951.21645	243021276.46559	129402744.53083	191385598.45474	134470421.45609	109759616.03839	109856355.57398	186561535.81850	190869346.62174	145492236.44159	231425175.97784	117055289.49288	46179672.90840	105595430.65398	363877758.19236	73914321.22956	157269137.59058	156329172.80650	34506277.78029	225428527.86415	192523045.70663	100096383.81630	240400767.29797	75614564.63553	144441949.98596	96354104.50917	93081664.01008	197354354.76478	87304381.06611	93300302.60736	142645787.76112	105596898.43500	288145100.24544	113877951.43207	112791896.16004	134978298.99941	140743166.56261	72064330.38053	172483734.64875	199023824.75339	78715493.33828	161907529.01777	136425985.93681	129140169.07875	195353213.96530	159380600.24903	145066071.36053	94498997.17962	103301995.24899	76447815.28613	260470972.31959	104062555.45422	120138756.23443	163920275.72104	141872965.81563	183767138.62651	13074504.50037	48896904.91750	240321777.13687	83459946.03686	197353806.55012	107524648.74719	146128732.16422	101274100.99117	170245513.52683	130814136.96283	155182917.72193	93474351.80308	213908140.07049	90155771.99204	202103946.41722	173941942.00978	180894255.80127	74299814.78665	51331771.71842	62338545.61347	65052209.27601	62948937.04924	141473993.32736	160745899.99097	166357632.27035	172057754.72473
216.93445191729_1173.68196	1150211.29169	1712434.61073	1941052.35299	1710339.36175	2389786.19774	1974833.51324	1337730.28093	1408331.86316	1355895.75175	1496486.64260	1524356.00981	1505447.79547	1783013.36513	1762580.18721	1106125.45981	2297035.30247	2062748.30487	1418393.27645	1901824.70178	1387914.54692	1348468.24233	1355997.76407	1671539.85605	1445250.54283	1965659.64685	1856947.63171	1422085.28141	1440673.05902	1516475.53493	1726030.48303	1525509.01927	2813667.72287	2114951.02055	2371867.43135	1592883.27010	1700704.55167	1359619.02187	1946038.51625	1231635.69327	2468664.65037	2007974.17800	1933680.97877	1424444.80774	1628194.45803	1156133.89233	2274468.29815	1587206.52802	1834913.23016	1093208.86373	1406147.85483	1241295.98729	1227445.73792	1911263.83933	1695472.50847	1399861.11521	1445400.68170	1893450.57021	1525539.85003	1427811.32200	1193138.00009	1428156.00450	2063619.28018	1276425.24649	1449351.50146	1998650.88680	1971681.85077	1844034.06635	1364771.79915	1359868.95774	1736322.58605	1853996.55046	1771676.62389	1448085.78964	1327454.43269	1144101.10989	1361407.89240	1929910.96422	1510134.96189	1806083.18501	2482841.49026	1458474.19273	2376082.39225	1697006.61372	1410814.95470	1465282.55957	2514579.08213	1573327.86633	1337694.92643	1875376.00356	1834447.85775	1838390.63650	1483573.23473	2201419.04371	1849244.45870	1383347.30871	2012629.36220	2047592.41391	1941449.11815	1851442.26788	2029699.05807	1694561.13891	1654660.83569	1461716.45482
